service_group,facility_name,canonical_name,category,district,region,address,phone,age_note,age_bucket,capacity_note,label,reservation_required,reservation_mode,reservation_host,reservation_url,guide_url,notice_url,experience_url,directions_url,source_bucket,priority_score,priority_reasons,official_domain,price_note,status_note,evidence_note
서울형키즈카페,서울형 키즈카페 강남구 대치1동점,서울형 키즈카페 강남구 대치1동점,일반형 키즈카페,강남구,강남구,서울특별시 강남구 남부순환로391길 25 강남성은교회 2층 (대치동),02-553-0625,0 ~ 6세 (연나이 기준),0-6,개인 24 명 단체 24 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GN251201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GN251201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=GN251201&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=GN251201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=GN251201&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 강남구 역삼1동점,서울형 키즈카페 강남구 역삼1동점,일반형 키즈카페,강남구,강남구,서울특별시 강남구 언주로107길 4 2층 (역삼동) 2층 서울형 키즈카페,02-508-1700,0 ~ 6세 (연나이 기준),0-6,개인 24 명 단체 24 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GN240902&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GN240902&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=GN240902&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=GN240902&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=GN240902&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 강동구 고덕2동점(아이·맘 강동),서울형 키즈카페 강동구 고덕2동점(아이·맘 강동),일반형 키즈카페,강동구,강동구,서울특별시 강동구 고덕로 353 일반상가 2층,02-3425-9435,0 ~ 6세 (연나이 기준),0-6,개인 12 명 단체 16 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD230201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD230201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=GD230201&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=GD230201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=GD230201&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 강동구 성내2동점(아이·맘 강동),서울형 키즈카페 강동구 성내2동점(아이·맘 강동),일반형 키즈카페,강동구,강동구,"서울특별시 강동구 천호대로162길 70 1층, 2층 (성내동)",02-3425-9389,0 ~ 6세 (연나이 기준),0-6,개인 10 명 단체 15 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD250601&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD250601&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=GD250601&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=GD250601&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=GD250601&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 강동구 상일2동 2호점(아이·맘 강동),서울형 키즈카페 강동구 상일2동 2호점(아이·맘 강동),일반형 키즈카페,강동구,강동구,서울특별시 강동구 고덕로98길 71 상일2동주민센터 3층 (상일동),02-3425-7071,2 ~ 6세 (연나이 기준),0-6,개인 10 명 단체 15 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD250101&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD250101&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=GD250101&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=GD250101&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=GD250101&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 강동구 암사1동점(아이·맘 강동),서울형 키즈카페 강동구 암사1동점(아이·맘 강동),일반형 키즈카페,강동구,강동구,"서울특별시 강동구 올림픽로98길 15 ,3층 (암사동)",02-3425-9489,0 ~ 6세 (연나이 기준),0-6,개인 17 명 단체 24 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD230202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD230202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=GD230202&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=GD230202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=GD230202&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 강동구 상일2동점(아이·맘 강동),서울형 키즈카페 강동구 상일2동점(아이·맘 강동),일반형 키즈카페,강동구,강동구,"서울특별시 강동구 상일로12길 95 푸르내상가 102-303 (상일동, 푸르내)",02-3425-7076,0 ~ 6세 (연나이 기준),0-6,개인 14 명 단체 19 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD231201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD231201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=GD231201&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=GD231201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=GD231201&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 강동구 성내1동점(아이·맘 강동),서울형 키즈카페 강동구 성내1동점(아이·맘 강동),일반형 키즈카페,강동구,강동구,서울특별시 강동구 성내로6길 16 2층 (성내동),02-3425-9398,0 ~ 6세 (연나이 기준),0-6,개인 22 명 단체 30 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD240101&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD240101&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=GD240101&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=GD240101&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=GD240101&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,5,"서울시 포털 내부 예약 링크, 영유아 포함, 정원 비교적 큼",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 강북구 번3동점(강북구 'PLAY ON'),서울형 키즈카페 강북구 번3동점(강북구 'PLAY ON'),일반형 키즈카페,강북구,강북구,"서울특별시 강북구 오현로 208 번동주공아파트 309동, 1층 (주민복지관 1, 어린이실내놀이터)",02-988-0271,4 ~ 8세 (연나이 기준),0-9,개인 22 명 단체 22 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GB230601&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GB230601&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=GB230601&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=GB230601&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=GB230601&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,3,서울시 포털 내부 예약 링크,umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 강북구 송천동점,서울형 키즈카페 강북구 송천동점,일반형 키즈카페,강북구,강북구,서울특별시 강북구 삼양로 220 반도중앙교회 교육관 1층 (미아동),02-946-0191,3 ~ 7세 (연나이 기준),0-9,개인 20 명 단체 20 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GB251001&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GB251001&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=GB251001&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=GB251001&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=GB251001&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,3,서울시 포털 내부 예약 링크,umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
서울형키즈카페,서울형 키즈카페 강서구 발산1동점,서울형 키즈카페 강서구 발산1동점,일반형 키즈카페,강서구,강서구,서울특별시 강서구 수명로2길 50  (내발산동) 2층 서울형 키즈카페,02-2064-2731,2 ~ 6세 (연나이 기준),0-6,개인 12 명 단체 20 명,예약가능,Y,internal,umppa.seoul.go.kr,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GS230801&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GS230801&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1028&q_fcltyId=GS230801&q_fcltyStle=2001&q_gubun=each,https://umppa.seoul.go.kr/icare/user/bbs/BD_selectBbsList.do?q_bbsCode=1029&q_fcltyId=GS230801&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeDirections.do?q_fcltyId=GS230801&q_fcltyStle=2001,서울형 키즈카페 원본 CSV,4,"서울시 포털 내부 예약 링크, 영유아 포함",umppa.seoul.go.kr,서울형 키즈카페 기준 별도 현장 확인 필요,원본 CSV 복구본 기준,복구된 원본 seoul_kidscafe_list.csv 기반
